|	Key                 |	Value
14494  |	         won't wait her whole           |	{ life }
14495  |	          wait her whole life           |	{ for }
14496  |	          her whole life for            |	{ a }
14497  |	           whole life for a             |	{ husband }
14498  |	          life for a husband            |	{ to }
14499  |	           for a husband to             |	{ come }
14500  |	           a husband to come            |	{ and }
14501  |	          husband to come and           |	{ get }
14502  |	            to come and get             |	{ her, }
14503  |	           come and get her,            |	{ that }
14504  |	           and get her, that            |	{ Minerva's }
14505  |	        get her, that Minerva's         |	{ sister }
14506  |	      her, that Minerva's sister        |	{ left }
14507  |	      that Minerva's sister left        |	{ her }
14508  |	       Minerva's sister left her        |	{ mother's }
14509  |	       sister left her mother's         |	{ house }
14510  |	        left her mother's house         |	{ by }
14511  |	         her mother's house by          |	{ having }
14512  |	       mother's house by having         |	{ a }
14513  |	           house by having a            |	{ baby, }
14514  |	           by having a baby,            |	{ but }
14515  |	          having a baby, but            |	{ she }
14516  |	            a baby, but she             |	{ doesn't }
14517  |	         baby, but she doesn't          |	{ want }
14518  |	         but she doesn't want           |	{ to }
14519  |	          doesn't want to go            |	{ that }
14520  |	            want to go that             |	{ way }
14521  |	            to go that way              |	{ either. }
14522  |	          go that way either.           |	{ She }
14523  |	         that way either. She           |	{ wants }
14524  |	         way either. She wants          |	{ things }
14525  |	       either. She wants things         |	{ all }
14526  |	         She wants things all           |	{ her }
14527  |	         wants things all her           |	{ own, }
14528  |	          things all her own,           |	{ to }
14529  |	            all her own, to             |	{ pick }
14530  |	           her own, to pick             |	{ and }
14531  |	           own, to pick and             |	{ choose. }
14532  |	          to pick and choose.           |	{ Nenny }
14533  |	        pick and choose. Nenny          |	{ has }
14534  |	         and choose. Nenny has          |	{ pretty }
14535  |	       choose. Nenny has pretty         |	{ eyes }
14536  |	         Nenny has pretty eyes          |	{ and }
14537  |	          has pretty eyes and           |	{ it's }
14538  |	         pretty eyes and it's           |	{ easy }
14539  |	          eyes and it's easy            |	{ to }
14540  |	           and it's easy to             |	{ talk }
14541  |	           it's easy to talk            |	{ that }
14542  |	           easy to talk that            |	{ way }
14543  |	           to talk that way             |	{ if }
14544  |	           talk that way if             |	{ you }
14545  |	            that way if you             |	{ are }
14546  |	            way if you are              |	{ pretty. }
14547  |	          if you are pretty.            |	{ My }
14548  |	          you are pretty. My            |	{ mother }
14549  |	         are pretty. My mother          |	{ says }
14550  |	        pretty. My mother says          |	{ when }
14551  |	          My mother says when           |	{ I }
14552  |	          mother says when I            |	{ get }
14553  |	            says when I get             |	{ older }
14554  |	           when I get older             |	{ my }
14555  |	            I get older my              |	{ dusty }
14556  |	          get older my dusty            |	{ hair }
14557  |	          older my dusty hair           |	{ will }
14558  |	          my dusty hair will            |	{ settle }
14559  |	        dusty hair will settle          |	{ and }
14560  |	         hair will settle and           |	{ my }
14561  |	          will settle and my            |	{ blouse }
14562  |	         settle and my blouse           |	{ will }
14563  |	          and my blouse will            |	{ learn }
14564  |	         my blouse will learn           |	{ to }
14565  |	         blouse will learn to           |	{ stay }
14566  |	          will learn to stay            |	{ clean, }
14567  |	         learn to stay clean,           |	{ but }
14568  |	          to stay clean, but            |	{ I }
14569  |	           stay clean, but I            |	{ have }
14570  |	           clean, but I have            |	{ decided }
14571  |	          but I have decided            |	{ not }
14572  |	          I have decided not            |	{ to }
14573  |	          have decided not to           |	{ grow }
14574  |	          decided not to grow           |	{ up }
14575  |	            not to grow up              |	{ tame }
14576  |	            to grow up tame             |	{ like }
14577  |	           grow up tame like            |	{ the }
14578  |	           up tame like the             |	{ others }
14579  |	         tame like the others           |	{ who }
14580  |	          like the others who           |	{ lay }
14581  |	          the others who lay            |	{ their }
14582  |	         others who lay their           |	{ necks }
14583  |	          who lay their necks           |	{ on }
14584  |	          lay their necks on            |	{ the }
14585  |	          their necks on the            |	{ threshold }
14586  |	        necks on the threshold          |	{ waiting }
14587  |	       on the threshold waiting         |	{ for }
14588  |	       the threshold waiting for        |	{ the }
14589  |	       threshold waiting for the        |	{ ball }
14590  |	         waiting for the ball           |	{ and }
14591  |	           for the ball and             |	{ chain. }
14592  |	          the ball and chain.           |	{ In }
14593  |	          ball and chain. In            |	{ the }
14594  |	           and chain. In the            |	{ movies }
14595  |	         chain. In the movies           |	{ there }
14596  |	          In the movies there           |	{ is }
14597  |	          the movies there is           |	{ always }
14598  |	        movies there is always          |	{ one }
14599  |	          there is always one           |	{ with }
14600  |	          is always one with            |	{ red }
14601  |	          always one with red           |	{ red }
14602  |	           one with red red             |	{ lips }
14603  |	           with red red lips            |	{ who }
14604  |	           red red lips who             |	{ is }
14605  |	            red lips who is             |	{ beautiful }
14606  |	         lips who is beautiful          |	{ and }
14607  |	         who is beautiful and           |	{ cruel. }
14608  |	        is beautiful and cruel.         |	{ She }
14609  |	       beautiful and cruel. She         |	{ is }
14610  |	           and cruel. She is            |	{ the }
14611  |	           cruel. She is the            |	{ one }
14612  |	          the one who drives            |	{ the }
14613  |	          one who drives the            |	{ men }
14614  |	          who drives the men            |	{ crazy }
14615  |	         drives the men crazy           |	{ and }
14616  |	           the men crazy and            |	{ laughs }
14617  |	         men crazy and laughs           |	{ them }
14618  |	         crazy and laughs them          |	{ all }
14619  |	          and laughs them all           |	{ away. }
14620  |	         laughs them all away.          |	{ Her }
14621  |	          them all away. Her            |	{ power }
14622  |	          all away. Her power           |	{ is }
14623  |	          away. Her power is            |	{ her }
14624  |	           Her power is her             |	{ own. }
14625  |	           power is her own.            |	{ She }
14626  |	            is her own. She             |	{ will }
14627  |	           her own. She will            |	{ not }
14628  |	           own. She will not            |	{ give }
14629  |	           She will not give            |	{ it }
14630  |	           will not give it             |	{ away. }
14631  |	           not give it away.            |	{ I }
14632  |	            give it away. I             |	{ have }
14633  |	            it away. I have             |	{ begun }
14634  |	          away. I have begun            |	{ my }
14635  |	            I have begun my             |	{ own }
14636  |	           have begun my own            |	{ quiet }
14637  |	          begun my own quiet            |	{ war. }
14638  |	           my own quiet war.            |	{ Simple. }
14639  |	        own quiet war. Simple.          |	{ Sure. }
14640  |	       quiet war. Simple. Sure.         |	{ I }
14641  |	         war. Simple. Sure. I           |	{ am }
14642  |	          Simple. Sure. I am            |	{ one }
14643  |	            Sure. I am one              |	{ who }
14644  |	             I am one who               |	{ leaves }
14645  |	           am one who leaves            |	{ the }
14646  |	          one who leaves the            |	{ table }
14647  |	         who leaves the table           |	{ like }
14648  |	         leaves the table like          |	{ a }
14649  |	           the table like a             |	{ man, }
14650  |	           table like a man,            |	{ without }
14651  |	          like a man, without           |	{ putting }
14652  |	        a man, without putting          |	{ back }
14653  |	       man, without putting back        |	{ the }
14654  |	       without putting back the         |	{ chair }
14655  |	        putting back the chair          |	{ or }
14656  |	           back the chair or            |	{ picking }
14657  |	         the chair or picking           |	{ up }
14658  |	          chair or picking up           |	{ the }
14659  |	           or picking up the            |	{ plate. }
14660  |	         picking up the plate.          |	{ A }
14661  |	            up the plate. A             |	{ Smart }
14662  |	          the plate. A Smart            |	{ Cookie }
14663  |	         plate. A Smart Cookie          |	{ I }
14664  |	           A Smart Cookie I             |	{ could've }
14665  |	        Smart Cookie I could've         |	{ been }
14666  |	        Cookie I could've been          |	{ somebody, }
14667  |	       I could've been somebody,        |	{ you , you }
14668  |	      could've been somebody, you       |	{ know? , know? }
14669  |	       been somebody, you know?         |	{ my , Esperanza, }
14670  |	        somebody, you know? my          |	{ mother }
14671  |	          you know? my mother           |	{ says }
14672  |	         know? my mother says           |	{ and }
14673  |	          my mother says and            |	{ sighs. }
14674  |	        mother says and sighs.          |	{ She }
14675  |	          says and sighs. She           |	{ has }
14676  |	          and sighs. She has            |	{ lived }
14677  |	         sighs. She has lived           |	{ in }
14678  |	           She has lived in             |	{ this }
14679  |	           has lived in this            |	{ city }
14680  |	          lived in this city            |	{ her }
14681  |	           in this city her             |	{ whole }
14682  |	          this city her whole           |	{ life. }
14683  |	         city her whole life.           |	{ She }
14684  |	          her whole life. She           |	{ can }
14685  |	          whole life. She can           |	{ speak }
14686  |	          life. She can speak           |	{ two }
14687  |	           She can speak two            |	{ languages. }
14688  |	       can speak two languages.         |	{ She }
14689  |	       speak two languages. She         |	{ can }
14690  |	        two languages. She can          |	{ sing }
14691  |	        languages. She can sing         |	{ an }
14692  |	            She can sing an             |	{ opera. }
14693  |	          can sing an opera.            |	{ She }
14694  |	          sing an opera. She            |	{ knows }
14695  |	          an opera. She knows           |	{ how }
14696  |	         opera. She knows how           |	{ to }
14697  |	           knows how to fix             |	{ a }
14698  |	             how to fix a               |	{ TV. }
14699  |	             to fix a TV.               |	{ But }
14700  |	             fix a TV. But              |	{ she }
14701  |	             a TV. But she              |	{ doesn't }
14702  |	          TV. But she doesn't           |	{ know }
14703  |	        she doesn't know which          |	{ subway }
14704  |	       doesn't know which subway        |	{ train }
14705  |	        know which subway train         |	{ to }
14706  |	         which subway train to          |	{ take }
14707  |	         subway train to take           |	{ to }
14708  |	           train to take to             |	{ get }
14709  |	            to take to get              |	{ downtown. }
14710  |	         take to get downtown.          |	{ I }
14711  |	          to get downtown. I            |	{ hold }
14712  |	         get downtown. I hold           |	{ her }
14713  |	         downtown. I hold her           |	{ hand }
14714  |	            I hold her hand             |	{ very }
14715  |	          hold her hand very            |	{ tight }
14716  |	          her hand very tight           |	{ while }
14717  |	         hand very tight while          |	{ we }
14718  |	          very tight while we           |	{ wait }
14719  |	          tight while we wait           |	{ for }
14720  |	           while we wait for            |	{ the }
14721  |	            we wait for the             |	{ right }
14722  |	          wait for the right            |	{ train }
14723  |	          for the right train           |	{ to }
14724  |	          the right train to            |	{ arrive. }
14725  |	        right train to arrive.          |	{ She }
14726  |	         train to arrive. She           |	{ used }
14727  |	          to arrive. She used           |	{ to }
14728  |	          arrive. She used to           |	{ draw }
14729  |	           She used to draw             |	{ when }
14730  |	           used to draw when            |	{ she }
14731  |	           to draw when she             |	{ had }
14732  |	           draw when she had            |	{ time. }
14733  |	          when she had time.            |	{ Now }
14734  |	           she had time. Now            |	{ she }
14735  |	           had time. Now she            |	{ draws }
14736  |	          time. Now she draws           |	{ with }
14737  |	          Now she draws with            |	{ a }
14738  |	           she draws with a             |	{ needle }
14739  |	          draws with a needle           |	{ and }
14740  |	           with a needle and            |	{ thread, }
14741  |	         a needle and thread,           |	{ little }
14742  |	       needle and thread, little        |	{ knotted }
14743  |	      and thread, little knotted        |	{ rosebuds, }
14744  |	   thread, little knotted rosebuds,     |	{ tulips }
14745  |	    little knotted rosebuds, tulips     |	{ made }
14746  |	     knotted rosebuds, tulips made      |	{ of }
14747  |	       rosebuds, tulips made of         |	{ silk }
14748  |	          tulips made of silk           |	{ thread. }
14749  |	         made of silk thread.           |	{ Someday }
14750  |	        of silk thread. Someday         |	{ she }
14751  |	       silk thread. Someday she         |	{ would }
14752  |	       thread. Someday she would        |	{ like }
14753  |	        Someday she would like          |	{ to , to }
14754  |	           she would like to            |	{ go , see }
14755  |	           would like to go             |	{ to }
14756  |	             like to go to              |	{ the }
14757  |	           go to the ballet.            |	{ Someday }
14758  |	        to the ballet. Someday          |	{ she }
14759  |	        the ballet. Someday she         |	{ would }
14760  |	       ballet. Someday she would        |	{ like }
14761  |	           would like to see            |	{ a }
14762  |	             like to see a              |	{ play. }
14763  |	            to see a play.              |	{ She }
14764  |	            see a play. She             |	{ borrows }
14765  |	          a play. She borrows           |	{ opera }
14766  |	        play. She borrows opera         |	{ records }
14767  |	       She borrows opera records        |	{ from }
14768  |	      borrows opera records from        |	{ the }
14769  |	        opera records from the          |	{ public }
14770  |	        records from the public         |	{ library }
14771  |	        from the public library         |	{ and }
14772  |	        the public library and          |	{ sings }
14773  |	       public library and sings         |	{ with }
14774  |	        library and sings with          |	{ velvety }
14775  |	        and sings with velvety          |	{ lungs }
14776  |	       sings with velvety lungs         |	{ powerful }
14777  |	      with velvety lungs powerful       |	{ as }
14778  |	       velvety lungs powerful as        |	{ morning }
14779  |	       lungs powerful as morning        |	{ glories. }
14780  |	     powerful as morning glories.       |	{ Today }
14781  |	       as morning glories. Today        |	{ while }
14782  |	     morning glories. Today while       |	{ cooking }
14783  |	     glories. Today while cooking       |	{ oatmeal }
14784  |	      Today while cooking oatmeal       |	{ she }
14785  |	       while cooking oatmeal she        |	{ is }
14786  |	        cooking oatmeal she is          |	{ Madame }
14787  |	         oatmeal she is Madame          |	{ Butterfly }
14788  |	        she is Madame Butterfly         |	{ until }
14789  |	       is Madame Butterfly until        |	{ she }
14790  |	      Madame Butterfly until she        |	{ sighs }
14791  |	       Butterfly until she sighs        |	{ and }
14792  |	          until she sighs and           |	{ points }
14793  |	         she sighs and points           |	{ the }
14794  |	         sighs and points the           |	{ wooden }
14795  |	         and points the wooden          |	{ spoon }
14796  |	        points the wooden spoon         |	{ at }
14797  |	          the wooden spoon at           |	{ me. }
14798  |	          wooden spoon at me.           |	{ I }
14799  |	            spoon at me. I              |	{ could've }
14800  |	           at me. I could've            |	{ been }
14801  |	          me. I could've been           |	{ somebody, }
14802  |	    somebody, you know? Esperanza,      |	{ you }
14803  |	       you know? Esperanza, you         |	{ go }
14804  |	        know? Esperanza, you go         |	{ to }
14805  |	         Esperanza, you go to           |	{ school. }
14806  |	           you go to school.            |	{ Study }
14807  |	          go to school. Study           |	{ hard. }
14808  |	        to school. Study hard.          |	{ That }
14809  |	       school. Study hard. That         |	{ Madame }
14810  |	        Study hard. That Madame         |	{ Butterfly }
14811  |	      hard. That Madame Butterfly       |	{ was }
14812  |	       That Madame Butterfly was        |	{ a }
14813  |	        Madame Butterfly was a          |	{ fool. }
14814  |	         Butterfly was a fool.          |	{ She }
14815  |	            was a fool. She             |	{ stirs }
14816  |	           a fool. She stirs            |	{ the }
14817  |	          fool. She stirs the           |	{ oatmeal. }
14818  |	        She stirs the oatmeal.          |	{ Look }
14819  |	        stirs the oatmeal. Look         |	{ at }
14820  |	         the oatmeal. Look at           |	{ my }
14821  |	          oatmeal. Look at my           |	{ comadres. }
14822  |	         Look at my comadres.           |	{ She }
14823  |	          at my comadres. She           |	{ means }
14824  |	        my comadres. She means          |	{ Izaura }
14825  |	      comadres. She means Izaura        |	{ whose }
14826  |	        She means Izaura whose          |	{ husband }
14827  |	      means Izaura whose husband        |	{ left }
14828  |	       Izaura whose husband left        |	{ and }
14829  |	        whose husband left and          |	{ Yolanda }
14830  |	       husband left and Yolanda         |	{ whose }
14831  |	        left and Yolanda whose          |	{ husband }
14832  |	       and Yolanda whose husband        |	{ is }
14833  |	       Yolanda whose husband is         |	{ dead. }
14834  |	        whose husband is dead.          |	{ Got }
14835  |	         husband is dead. Got           |	{ to }
14836  |	            is dead. Got to             |	{ take }
14837  |	           dead. Got to take            |	{ care }
14838  |	           Got to take care             |	{ all }
14839  |	           to take care all             |	{ your }
14840  |	          take care all your            |	{ own, }
14841  |	          care all your own,            |	{ she }
14842  |	           all your own, she            |	{ says }
14843  |	          your own, she says            |	{ shaking }
14844  |	         own, she says shaking          |	{ her }
14845  |	         she says shaking her           |	{ head. }
14846  |	        says shaking her head.          |	{ Then }
14847  |	        shaking her head. Then          |	{ out }
14848  |	          her head. Then out            |	{ of }
14849  |	           head. Then out of            |	{ nowhere: }
14850  |	         Then out of nowhere:           |	{ Shame }
14851  |	         out of nowhere: Shame          |	{ is }
14852  |	         of nowhere: Shame is           |	{ a }
14853  |	          nowhere: Shame is a           |	{ bad }
14854  |	            Shame is a bad              |	{ thing, }
14855  |	            is a bad thing,             |	{ you }
14856  |	           a bad thing, you             |	{ know? }
14857  |	         bad thing, you know?           |	{ It }
14858  |	          thing, you know? It           |	{ keeps }
14859  |	          you know? It keeps            |	{ you }
14860  |	          know? It keeps you            |	{ down. }
14861  |	          It keeps you down.            |	{ You }
14862  |	          keeps you down. You           |	{ want }
14863  |	          you down. You want            |	{ to }
14864  |	           down. You want to            |	{ know }
14865  |	           You want to know             |	{ why }
14866  |	           want to know why             |	{ I }
14867  |	             to know why I              |	{ quit }
14868  |	            know why I quit             |	{ school? }
14869  |	          why I quit school?            |	{ Because }
14870  |	        I quit school? Because          |	{ I }
14871  |	        quit school? Because I          |	{ didn't }
14872  |	       school? Because I didn't         |	{ have }
14873  |	         Because I didn't have          |	{ nice }
14874  |	          I didn't have nice            |	{ clothes. }
14875  |	       didn't have nice clothes.        |	{ No }
14876  |	         have nice clothes. No          |	{ clothes, }
14877  |	       nice clothes. No clothes,        |	{ but }
14878  |	       clothes. No clothes, but         |	{ I }
14879  |	           No clothes, but I            |	{ had }
14880  |	          clothes, but I had            |	{ brains. }
14881  |	           but I had brains.            |	{ Yup, }
14882  |	          I had brains. Yup,            |	{ she }
14883  |	         had brains. Yup, she           |	{ says }
14884  |	         brains. Yup, she says          |	{ disgusted, }
14885  |	       Yup, she says disgusted,         |	{ stirring }
14886  |	     she says disgusted, stirring       |	{ again. }
14887  |	    says disgusted, stirring again.     |	{ I }
14888  |	     disgusted, stirring again. I       |	{ was }
14889  |	         stirring again. I was          |	{ a }
14890  |	            again. I was a              |	{ smart }
14891  |	             I was a smart              |	{ cookie }
14892  |	          was a smart cookie            |	{ then. }
14893  |	         a smart cookie then.           |	{ What }
14894  |	        smart cookie then. What         |	{ Sally }
14895  |	        cookie then. What Sally         |	{ Said }
14896  |	         then. What Sally Said          |	{ He }
14897  |	          What Sally Said He            |	{ never }
14898  |	          Sally Said He never           |	{ hits }
14899  |	          Said He never hits            |	{ me }
14900  |	           He never hits me             |	{ hard. , hard. }
14901  |	          never hits me hard.           |	{ She , But }
14902  |	           hits me hard. She            |	{ said }
14903  |	           me hard. She said            |	{ her }
14904  |	          hard. She said her            |	{ mama }
14905  |	           She said her mama            |	{ rubs }
14906  |	          said her mama rubs            |	{ lard }
14907  |	          her mama rubs lard            |	{ on }
14908  |	           mama rubs lard on            |	{ all }
14909  |	           rubs lard on all             |	{ the }
14910  |	            lard on all the             |	{ places }
14911  |	           on all the places            |	{ where }
14912  |	         all the places where           |	{ it }
14913  |	          the places where it           |	{ hurts. }
14914  |	        places where it hurts.          |	{ Then }
14915  |	         where it hurts. Then           |	{ at }
14916  |	           it hurts. Then at            |	{ school }
14917  |	         hurts. Then at school          |	{ she'd }
14918  |	         Then at school she'd           |	{ say }
14919  |	          at school she'd say           |	{ she }
14920  |	         school she'd say she           |	{ fell. }
14921  |	          she'd say she fell.           |	{ That's }
14922  |	         say she fell. That's           |	{ where }
14923  |	        she fell. That's where          |	{ all }
14924  |	        fell. That's where all          |	{ the }
14925  |	         That's where all the           |	{ blue }
14926  |	          where all the blue            |	{ places }
14927  |	          all the blue places           |	{ come }
14928  |	         the blue places come           |	{ from. }
14929  |	        blue places come from.          |	{ That's }
14930  |	       places come from. That's         |	{ why }
14931  |	         come from. That's why          |	{ her }
14932  |	         from. That's why her           |	{ skin }
14933  |	          That's why her skin           |	{ is }
14934  |	            why her skin is             |	{ always }
14935  |	          her skin is always            |	{ scarred. }
14936  |	        skin is always scarred.         |	{ But }
14937  |	        is always scarred. But          |	{ who }
14938  |	        always scarred. But who         |	{ believes }
14939  |	       scarred. But who believes        |	{ her. }
14940  |	         But who believes her.          |	{ A }
14941  |	          who believes her. A           |	{ girl }
14942  |	         believes her. A girl           |	{ that }
14943  |	           her. A girl that             |	{ big, }
14944  |	           A girl that big,             |	{ a }
14945  |	           girl that big, a             |	{ girl }
14946  |	           that big, a girl             |	{ who }
14947  |	            big, a girl who             |	{ comes }
14948  |	           a girl who comes             |	{ in }
14949  |	           girl who comes in            |	{ with }
14950  |	           who comes in with            |	{ her }
14951  |	           comes in with her            |	{ pretty }
14952  |	          in with her pretty            |	{ face }
14953  |	         with her pretty face           |	{ all }
14954  |	          her pretty face all           |	{ beaten }
14955  |	        pretty face all beaten          |	{ and }
14956  |	          face all beaten and           |	{ black }
14957  |	         all beaten and black           |	{ can't }
14958  |	        beaten and black can't          |	{ be }
14959  |	          and black can't be            |	{ falling }
14960  |	        black can't be falling          |	{ off }
14961  |	         can't be falling off           |	{ the }
14962  |	          be falling off the            |	{ stairs. }
14963  |	        falling off the stairs.         |	{ He }
14964  |	          off the stairs. He            |	{ never }
14965  |	         the stairs. He never           |	{ hits }
14966  |	         stairs. He never hits          |	{ me }
14967  |	           hits me hard. But            |	{ Sally }
14968  |	          me hard. But Sally            |	{ doesn't }
14969  |	        hard. But Sally doesn't         |	{ tell }
14970  |	        But Sally doesn't tell          |	{ about }
14971  |	       Sally doesn't tell about         |	{ that }
14972  |	        doesn't tell about that         |	{ time }
14973  |	         tell about that time           |	{ he }
14974  |	          about that time he            |	{ hit }
14975  |	           that time he hit             |	{ her }
14976  |	            time he hit her             |	{ with }
14977  |	            he hit her with             |	{ his }
14978  |	           hit her with his             |	{ hands }
14979  |	          her with his hands            |	{ just }
14980  |	          with his hands just           |	{ like }
14981  |	          his hands just like           |	{ a }
14982  |	           hands just like a            |	{ dog, }
14983  |	           just like a dog,             |	{ she }
14984  |	            like a dog, she             |	{ said, }
14985  |	           a dog, she said,             |	{ like }
14986  |	          dog, she said, like           |	{ if }
14987  |	           she said, like if            |	{ I }
14988  |	            said, like if I             |	{ was }
14989  |	             like if I was              |	{ an }
14990  |	              if I was an               |	{ animal. }
14991  |	           I was an animal.             |	{ He }
14992  |	           was an animal. He            |	{ thinks }
14993  |	         an animal. He thinks           |	{ I'm }
14994  |	         animal. He thinks I'm          |	{ going }
14995  |	          He thinks I'm going           |	{ to }
14996  |	          thinks I'm going to           |	{ run }
14997  |	           I'm going to run             |	{ away }
14998  |	           going to run away            |	{ like }
14999  |	           to run away like             |	{ his }
15000  |	           run away like his            |	{ sisters }
15001  |	         away like his sisters          |	{ who }
15002  |	         like his sisters who           |	{ made }
15003  |	         his sisters who made           |	{ the }
15004  |	         sisters who made the           |	{ family }
15005  |	          who made the family           |	{ ashamed. }
15006  |	       made the family ashamed.         |	{ Just }
15007  |	       the family ashamed. Just         |	{ because }
15008  |	     family ashamed. Just because       |	{ I'm }
15009  |	       ashamed. Just because I'm        |	{ a }
15010  |	          Just because I'm a            |	{ daughter, }
15011  |	        because I'm a daughter,         |	{ and }
15012  |	          I'm a daughter, and           |	{ then }
15013  |	         a daughter, and then           |	{ she }
15014  |	        daughter, and then she          |	{ doesn't }
15015  |	         and then she doesn't           |	{ say. }
15016  |	         then she doesn't say.          |	{ Sally }
15017  |	        she doesn't say. Sally          |	{ was }
15018  |	        doesn't say. Sally was          |	{ going }
15019  |	         say. Sally was going           |	{ to }
15020  |	          Sally was going to            |	{ get }
15021  |	        going to get permission         |	{ to }
15022  |	         to get permission to           |	{ stay }
15023  |	        get permission to stay          |	{ with }
15024  |	        permission to stay with         |	{ us }
15025  |	            to stay with us             |	{ a }
15026  |	            stay with us a              |	{ little }
15027  |	           with us a little             |	{ and }
15028  |	            us a little and             |	{ one }
15029  |	           a little and one             |	{ Thursday }
15030  |	        little and one Thursday         |	{ she }
15031  |	         and one Thursday she           |	{ came }
15032  |	         one Thursday she came          |	{ finally }
15033  |	       Thursday she came finally        |	{ with }
15034  |	         she came finally with          |	{ a }
15035  |	          came finally with a           |	{ sack }
15036  |	          finally with a sack           |	{ full }
15037  |	           with a sack full             |	{ of }
15038  |	            a sack full of              |	{ clothes }
15039  |	         sack full of clothes           |	{ and }
15040  |	          full of clothes and           |	{ a }
15041  |	           of clothes and a             |	{ paper }
15042  |	          clothes and a paper           |	{ bag }
15043  |	            and a paper bag             |	{ of }
15044  |	            a paper bag of              |	{ sweetbread }
15045  |	        paper bag of sweetbread         |	{ her }
15046  |	         bag of sweetbread her          |	{ mama }
15047  |	        of sweetbread her mama          |	{ sent. }
15048  |	       sweetbread her mama sent.        |	{ And }
15049  |	          her mama sent. And            |	{ would've }
15050  |	        mama sent. And would've         |	{ stayed }
15051  |	       sent. And would've stayed        |	{ too }
15052  |	        And would've stayed too         |	{ except }
15053  |	      would've stayed too except        |	{ when }
15054  |	        stayed too except when          |	{ the }
15055  |	          too except when the           |	{ dark }
15056  |	         except when the dark           |	{ came }
15057  |	          when the dark came            |	{ her }
15058  |	           the dark came her            |	{ father, }
15059  |	         dark came her father,          |	{ whose }
15060  |	        came her father, whose          |	{ eyes }
15061  |	        her father, whose eyes          |	{ were }
15062  |	        father, whose eyes were         |	{ little }
15063  |	        whose eyes were little          |	{ from }
15064  |	         eyes were little from          |	{ crying, }
15065  |	       were little from crying,         |	{ knocked }
15066  |	      little from crying, knocked       |	{ on }
15067  |	        from crying, knocked on         |	{ the }
15068  |	        crying, knocked on the          |	{ door }
15069  |	          knocked on the door           |	{ and }
15070  |	            on the door and             |	{ said }
15071  |	           the door and said            |	{ please }
15072  |	         door and said please           |	{ come }
15073  |	         and said please come           |	{ back, }
15074  |	        said please come back,          |	{ this }
15075  |	        please come back, this          |	{ is }
15076  |	          come back, this is            |	{ the }
15077  |	           back, this is the            |	{ last }
15078  |	           this is the last             |	{ time. }
15079  |	           is the last time.            |	{ And }
15080  |	          the last time. And            |	{ she }
15081  |	          last time. And she            |	{ said }
15082  |	          time. And she said            |	{ Daddy }
15083  |	          And she said Daddy            |	{ and }
15084  |	          she said Daddy and            |	{ went }
15085  |	          said Daddy and went           |	{ home. }
15086  |	         Daddy and went home.           |	{ Then }
15087  |	          and went home. Then           |	{ we }
15088  |	          went home. Then we            |	{ didn't }
15089  |	         home. Then we didn't           |	{ need }
15090  |	          Then we didn't need           |	{ to }
15091  |	           we didn't need to            |	{ worry. }
15092  |	         didn't need to worry.          |	{ Until }
15093  |	         need to worry. Until           |	{ one }
15094  |	          to worry. Until one           |	{ day }
15095  |	         worry. Until one day           |	{ Sally's }
15096  |	         Until one day Sally's          |	{ father }
15097  |	        one day Sally's father          |	{ catches }
15098  |	      day Sally's father catches        |	{ her }
15099  |	      Sally's father catches her        |	{ talking }
15100  |	      father catches her talking        |	{ to }
15101  |	        catches her talking to          |	{ a }
15102  |	           her talking to a             |	{ boy }
15103  |	           talking to a boy             |	{ and }
15104  |	             to a boy and               |	{ the }
15105  |	             a boy and the              |	{ next }
15106  |	           boy and the next             |	{ day }
15107  |	         next day she doesn't           |	{ come }
15108  |	         day she doesn't come           |	{ to }
15109  |	          she doesn't come to           |	{ school. }
15110  |	        doesn't come to school.         |	{ And }
15111  |	          come to school. And           |	{ the }
15112  |	          to school. And the            |	{ next. }
15113  |	         school. And the next.          |	{ Until }
15114  |	          And the next. Until           |	{ the }
15115  |	          the next. Until the           |	{ way }
15116  |	          next. Until the way           |	{ Sally }
15117  |	          Until the way Sally           |	{ tells }
15118  |	          the way Sally tells           |	{ it, }
15119  |	          way Sally tells it,           |	{ he }
15120  |	          Sally tells it, he            |	{ just }
15121  |	           tells it, he just            |	{ went }
15122  |	           it, he just went             |	{ crazy, }
15123  |	          he just went crazy,           |	{ he }
15124  |	          just went crazy, he           |	{ just }
15125  |	          went crazy, he just           |	{ forgot }
15126  |	         crazy, he just forgot          |	{ he }
15127  |	           he just forgot he            |	{ was }
15128  |	          just forgot he was            |	{ her }
15129  |	           forgot he was her            |	{ father }
15130  |	           he was her father            |	{ between }
15131  |	        was her father between          |	{ the }
15132  |	        her father between the          |	{ buckle }
15133  |	       father between the buckle        |	{ and }
15134  |	        between the buckle and          |	{ the }
15135  |	          the buckle and the            |	{ belt. }
15136  |	         buckle and the belt.           |	{ You're }
15137  |	         and the belt. You're           |	{ not }
15138  |	         the belt. You're not           |	{ my }
15139  |	          belt. You're not my           |	{ daughter, }
15140  |	        You're not my daughter,         |	{ you're }
15141  |	        not my daughter, you're         |	{ not }
15142  |	        my daughter, you're not         |	{ my }
15143  |	        daughter, you're not my         |	{ daughter. }
15144  |	        you're not my daughter.         |	{ And }
15145  |	         not my daughter. And           |	{ then }
15146  |	         my daughter. And then          |	{ he }
15147  |	         daughter. And then he          |	{ broke }
15148  |	           And then he broke            |	{ into }
