|	Key                 |	Value
1651   |	               it In your pocko I                 |	{ got }
1652   |	               In your pocko I got                |	{ it }
1653   |	               your pocko I got it                |	{ Just }
1654   |	               pocko I got it Just                |	{ dance, }
1655   |	              I got it Just dance,                |	{ gonna }
1656   |	            got it Just dance, gonna              |	{ be }
1657   |	             it Just dance, gonna be              |	{ okay, }
1658   |	         dance, just, j-j-just dance We           |	{ are }
1659   |	           just, j-j-just dance We are            |	{ the }
1660   |	            j-j-just dance We are the             |	{ crowd }
1661   |	             dance We are the crowd               |	{ We're }
1662   |	             We are the crowd We're               |	{ co-coming }
1663   |	          are the crowd We're co-coming           |	{ out }
1664   |	          the crowd We're co-coming out           |	{ Got }
1665   |	          crowd We're co-coming out Got           |	{ my }
1666   |	           We're co-coming out Got my             |	{ flash }
1667   |	           co-coming out Got my flash             |	{ on, }
1668   |	              out Got my flash on,                |	{ it's }
1669   |	              Got my flash on, it's               |	{ true }
1670   |	             my flash on, it's true               |	{ Need }
1671   |	            flash on, it's true Need              |	{ that }
1672   |	             on, it's true Need that              |	{ picture }
1673   |	           it's true Need that picture            |	{ of }
1674   |	            true Need that picture of             |	{ you }
1675   |	            Need that picture of you              |	{ It's }
1676   |	            that picture of you It's              |	{ so }
1677   |	             picture of you It's so               |	{ magical }
1678   |	             of you It's so magical               |	{ We'd }
1679   |	            you It's so magical We'd              |	{ be }
1680   |	             It's so magical We'd be              |	{ so }
1681   |	              so magical We'd be so               |	{ fantastical }
1682   |	         magical We'd be so fantastical           |	{ Leather }
1683   |	         We'd be so fantastical Leather           |	{ and }
1684   |	          be so fantastical Leather and           |	{ jeans }
1685   |	        so fantastical Leather and jeans          |	{ Garage }
1686   |	      fantastical Leather and jeans Garage        |	{ glamorous }
1687   |	       Leather and jeans Garage glamorous         |	{ Not }
1688   |	         and jeans Garage glamorous Not           |	{ sure }
1689   |	         jeans Garage glamorous Not sure          |	{ what }
1690   |	         Garage glamorous Not sure what           |	{ it }
1691   |	           glamorous Not sure what it             |	{ means }
1692   |	             Not sure what it means               |	{ But }
1693   |	             sure what it means But               |	{ this }
1694   |	             what it means But this               |	{ photo }
1695   |	             it means But this photo              |	{ of }
1696   |	             means But this photo of              |	{ us }
1697   |	              But this photo of us                |	{ It }
1698   |	               this photo of us It                |	{ don't }
1699   |	              photo of us It don't                |	{ have }
1700   |	               of us It don't have                |	{ a }
1701   |	               us It don't have a                 |	{ price }
1702   |	              It don't have a price               |	{ Ready , Loving }
1703   |	            don't have a price Ready              |	{ for }
1704   |	             have a price Ready for               |	{ those }
1705   |	             a price Ready for those              |	{ flashing }
1706   |	         price Ready for those flashing           |	{ lights }
1707   |	         Ready for those flashing lights          |	{ 'Cause }
1708   |	        for those flashing lights 'Cause          |	{ you }
1709   |	        those flashing lights 'Cause you          |	{ know }
1710   |	         flashing lights 'Cause you know          |	{ that, }
1711   |	          lights 'Cause you know that,            |	{ baby, }
1712   |	           'Cause you know that, baby,            |	{ I , I }
1713   |	             you know that, baby, I               |	{ I'm , I'm }
1714   |	             know that, baby, I I'm               |	{ your , your }
1715   |	             that, baby, I I'm your               |	{ biggest , biggest }
1716   |	            baby, I I'm your biggest              |	{ fan , fan }
1717   |	             I I'm your biggest fan               |	{ I'll , I'll }
1718   |	            I'm your biggest fan I'll             |	{ follow , follow , follow }
1719   |	          your biggest fan I'll follow            |	{ you , you , you }
1720   |	           biggest fan I'll follow you            |	{ until , until , until }
1721   |	            fan I'll follow you until             |	{ you , you , you }
1722   |	            I'll follow you until you             |	{ love , love , love }
1723   |	            follow you until you love             |	{ me , me , me }
1724   |	              you until you love me               |	{ Papa-paparazzi , Papa-paparazzi , Papa-paparazzi }
1725   |	        until you love me Papa-paparazzi          |	{ Baby, , I'll , Baby, , Real , Baby, , Ow, }
1726   |	        you love me Papa-paparazzi Baby,          |	{ there's , there's , there's }
1727   |	      love me Papa-paparazzi Baby, there's        |	{ no , no , no }
1728   |	       me Papa-paparazzi Baby, there's no         |	{ other , other , other }
1729   |	      Papa-paparazzi Baby, there's no other       |	{ superstar , superstar , superstar }
1730   |	        Baby, there's no other superstar          |	{ You , You , You }
1731   |	         there's no other superstar You           |	{ know , know , know }
1732   |	           no other superstar You know            |	{ that , that , that }
1733   |	          other superstar You know that           |	{ I'll , I'll , I'll }
1734   |	          superstar You know that I'll            |	{ be , be , be }
1735   |	              You know that I'll be               |	{ Papa-paparazzi , Papa-paparazzi , Papa-paparazzi }
1736   |	        know that I'll be Papa-paparazzi          |	{ Promise , Promise , Promise }
1737   |	       that I'll be Papa-paparazzi Promise        |	{ I'll , I'll , I'll }
1738   |	       I'll be Papa-paparazzi Promise I'll        |	{ be , be , be }
1739   |	        be Papa-paparazzi Promise I'll be         |	{ kind , kind , kind }
1740   |	       Papa-paparazzi Promise I'll be kind        |	{ But , But , But }
1741   |	            Promise I'll be kind But              |	{ I , I , I }
1742   |	               I'll be kind But I                 |	{ won't , won't , won't }
1743   |	               be kind But I won't                |	{ stop , stop , stop }
1744   |	              kind But I won't stop               |	{ Until , Until , Until }
1745   |	             But I won't stop Until               |	{ that , that , that }
1746   |	             I won't stop Until that              |	{ boy , boy , boy }
1747   |	            won't stop Until that boy             |	{ is , is , is }
1748   |	             stop Until that boy is               |	{ mine , mine , mine }
1749   |	             Until that boy is mine               |	{ Baby, , Baby, , Baby, }
1750   |	             that boy is mine Baby,               |	{ you'll , you'll , you'll }
1751   |	            boy is mine Baby, you'll              |	{ be , be , be }
1752   |	             is mine Baby, you'll be              |	{ famous , famous , famous }
1753   |	           mine Baby, you'll be famous            |	{ Chase , Chase , Chase }
1754   |	          Baby, you'll be famous Chase            |	{ you , you , you }
1755   |	           you'll be famous Chase you             |	{ down , down , down }
1756   |	            be famous Chase you down              |	{ until , until , until }
1757   |	           famous Chase you down until            |	{ you , you , you }
1758   |	            Chase you down until you              |	{ love , love , love }
1759   |	             you down until you love              |	{ me , me , me }
1760   |	             down until you love me               |	{ Papa-paparazzi , Papa-paparazzi , Papa-paparazzi }
1761   |	         you love me Papa-paparazzi I'll          |	{ be }
1762   |	         love me Papa-paparazzi I'll be           |	{ your }
1763   |	         me Papa-paparazzi I'll be your           |	{ girl }
1764   |	        Papa-paparazzi I'll be your girl          |	{ Backstage }
1765   |	           I'll be your girl Backstage            |	{ at }
1766   |	            be your girl Backstage at             |	{ your }
1767   |	           your girl Backstage at your            |	{ show }
1768   |	           girl Backstage at your show            |	{ Velvet }
1769   |	          Backstage at your show Velvet           |	{ ropes }
1770   |	            at your show Velvet ropes             |	{ and }
1771   |	           your show Velvet ropes and             |	{ guitars }
1772   |	          show Velvet ropes and guitars           |	{ Yeah, }
1773   |	         Velvet ropes and guitars Yeah,           |	{ 'cause }
1774   |	         ropes and guitars Yeah, 'cause           |	{ you }
1775   |	          and guitars Yeah, 'cause you            |	{ know }
1776   |	          guitars Yeah, 'cause you know           |	{ I'm }
1777   |	            Yeah, 'cause you know I'm             |	{ starting }
1778   |	          'cause you know I'm starting            |	{ Between }
1779   |	          you know I'm starting Between           |	{ the }
1780   |	          know I'm starting Between the           |	{ sets }
1781   |	          I'm starting Between the sets           |	{ Eyeliner }
1782   |	       starting Between the sets Eyeliner         |	{ and }
1783   |	          Between the sets Eyeliner and           |	{ all }
1784   |	            the sets Eyeliner and all             |	{ the }
1785   |	            sets Eyeliner and all the             |	{ rest }
1786   |	            Eyeliner and all the rest             |	{ Shadow }
1787   |	             and all the rest Shadow              |	{ is }
1788   |	             all the rest Shadow is               |	{ burnt }
1789   |	            the rest Shadow is burnt              |	{ Yellow }
1790   |	           rest Shadow is burnt Yellow            |	{ dance }
1791   |	          Shadow is burnt Yellow dance            |	{ in }
1792   |	            is burnt Yellow dance in              |	{ return }
1793   |	          burnt Yellow dance in return            |	{ My }
1794   |	            Yellow dance in return My             |	{ lashes }
1795   |	            dance in return My lashes             |	{ are }
1796   |	             in return My lashes are              |	{ dry }
1797   |	            return My lashes are dry              |	{ Purple }
1798   |	            My lashes are dry Purple              |	{ teardrops }
1799   |	         lashes are dry Purple teardrops          |	{ I }
1800   |	           are dry Purple teardrops I             |	{ cry }
1801   |	           dry Purple teardrops I cry             |	{ It }
1802   |	            Purple teardrops I cry It             |	{ don't }
1803   |	            teardrops I cry It don't              |	{ have }
1804   |	               I cry It don't have                |	{ a }
1805   |	               cry It don't have a                |	{ price }
1806   |	            don't have a price Loving             |	{ you }
1807   |	             have a price Loving you              |	{ is }
1808   |	              a price Loving you is               |	{ cherry }
1809   |	           price Loving you is cherry             |	{ pie }
1810   |	            Loving you is cherry pie              |	{ 'Cause }
1811   |	            you is cherry pie 'Cause              |	{ you }
1812   |	            is cherry pie 'Cause you              |	{ know }
1813   |	           cherry pie 'Cause you know             |	{ that, }
1814   |	            pie 'Cause you know that,             |	{ baby, }
1815   |	         you love me Papa-paparazzi Real          |	{ good }
1816   |	        love me Papa-paparazzi Real good          |	{ We're }
1817   |	        me Papa-paparazzi Real good We're         |	{ dancin' }
1818   |	     Papa-paparazzi Real good We're dancin'       |	{ in }
1819   |	           Real good We're dancin' in             |	{ the }
1820   |	            good We're dancin' in the             |	{ studio }
1821   |	           We're dancin' in the studio            |	{ Stop, }
1822   |	           dancin' in the studio Stop,            |	{ stop }
1823   |	            in the studio Stop, stop              |	{ That }
1824   |	           the studio Stop, stop That             |	{ song }
1825   |	           studio Stop, stop That song            |	{ on }
1826   |	             Stop, stop That song on              |	{ the }
1827   |	              stop That song on the               |	{ radio }
1828   |	             That song on the radio               |	{ Don't }
1829   |	             song on the radio Don't              |	{ stop }
1830   |	             on the radio Don't stop              |	{ For }
1831   |	            the radio Don't stop For              |	{ anyone }
1832   |	           radio Don't stop For anyone            |	{ We're }
1833   |	           Don't stop For anyone We're            |	{ plastic }
1834   |	          stop For anyone We're plastic           |	{ but }
1835   |	          For anyone We're plastic but            |	{ We'll }
1836   |	         anyone We're plastic but We'll           |	{ still }
1837   |	          We're plastic but We'll still           |	{ have }
1838   |	          plastic but We'll still have            |	{ fun }
1839   |	            but We'll still have fun              |	{ I'm }
1840   |	            We'll still have fun I'm              |	{ your }
1841   |	             still have fun I'm your              |	{ biggest }
1842   |	            have fun I'm your biggest             |	{ fan }
1843   |	            fun I'm your biggest fan              |	{ I'll }
1844   |	         you love me Papa-paparazzi Ow,           |	{ come }
1845   |	         love me Papa-paparazzi Ow, come          |	{ here }
1846   |	         me Papa-paparazzi Ow, come here          |	{ boy }
1847   |	        Papa-paparazzi Ow, come here boy          |	{ I }
1848   |	               Ow, come here boy I                |	{ met }
1849   |	               come here boy I met                |	{ a }
1850   |	                here boy I met a                  |	{ drummer }
1851   |	               boy I met a drummer                |	{ last }
1852   |	              I met a drummer last                |	{ week }
1853   |	             met a drummer last week              |	{ At }
1854   |	             a drummer last week At               |	{ a }
1855   |	             drummer last week At a               |	{ pool }
1856   |	               last week At a pool                |	{ bar, }
1857   |	               week At a pool bar,                |	{ down }
1858   |	               At a pool bar, down                |	{ b-by }
1859   |	              a pool bar, down b-by               |	{ the }
1860   |	             pool bar, down b-by the              |	{ shore }
1861   |	            bar, down b-by the shore              |	{ With }
1862   |	            down b-by the shore With              |	{ a }
1863   |	              b-by the shore With a               |	{ body }
1864   |	              the shore With a body               |	{ like }
1865   |	             shore With a body like               |	{ that, }
1866   |	             With a body like that,               |	{ and }
1867   |	              a body like that, and               |	{ your }
1868   |	            body like that, and your              |	{ stone }
1869   |	            like that, and your stone             |	{ washed }
1870   |	           that, and your stone washed            |	{ eyes }
1871   |	           and your stone washed eyes             |	{ I }
1872   |	            your stone washed eyes I              |	{ want }
1873   |	            stone washed eyes I want              |	{ you }
1874   |	             washed eyes I want you               |	{ more }
1875   |	              eyes I want you more                |	{ He }
1876   |	               I want you more He                 |	{ cried, , cried, }
1877   |	             want you more He cried,              |	{ "Mother! , "Mother! }
1878   |	           you more He cried, "Mother!            |	{ What'd , What'd }
1879   |	         more He cried, "Mother! What'd           |	{ you , you }
1880   |	          He cried, "Mother! What'd you           |	{ do , do }
1881   |	          cried, "Mother! What'd you do           |	{ to , to }
1882   |	            "Mother! What'd you do to             |	{ me?" , me?" }
1883   |	              What'd you do to me?"               |	{ I , I }
1884   |	                you do to me?" I                  |	{ said, , said, }
1885   |	               do to me?" I said,                 |	{ "Mother , "Mother }
1886   |	             to me?" I said, "Mother              |	{ mother , mother }
1887   |	           me?" I said, "Mother mother            |	{ mother's , mother's }
1888   |	         I said, "Mother mother mother's          |	{ for , for }
1889   |	        said, "Mother mother mother's for         |	{ babies , babies }
1890   |	       "Mother mother mother's for babies         |	{ Call , Call }
1891   |	         mother mother's for babies Call          |	{ me , me }
1892   |	           mother's for babies Call me            |	{ kitty." , kitty." }
1893   |	           for babies Call me kitty."             |	{ Yeah , Oh, }
1894   |	           babies Call me kitty." Yeah            |	{ Shake }
1895   |	           Call me kitty." Yeah Shake             |	{ your }
1896   |	           me kitty." Yeah Shake your             |	{ kitty }
1897   |	          kitty." Yeah Shake your kitty           |	{ Shake }
1898   |	           Yeah Shake your kitty Shake            |	{ your }
1899   |	           Shake your kitty Shake your            |	{ kitty , kitty , kitty , kitty }
1900   |	           your kitty Shake your kitty            |	{ meow , meow , meow , meow }
1901   |	           kitty Shake your kitty meow            |	{ Put , Put , Put , Put , Put }
1902   |	            Shake your kitty meow Put             |	{ your , your , your , your , your , your }
1903   |	            your kitty meow Put your              |	{ arms , arms , arms , arms , arms , arms }
1904   |	            kitty meow Put your arms              |	{ around , around , around , around , around , around }
1905   |	            meow Put your arms around             |	{ me, , me, , me, , me, , me, , me, }
1906   |	            Put your arms around me,              |	{ babe , babe , babe , babe , babe , babe }
1907   |	            your arms around me, babe             |	{ I'm , I'm , I'm , I'm , I'm , I'm }
1908   |	            arms around me, babe I'm              |	{ giving , giving , giving , giving , giving , giving }
1909   |	           around me, babe I'm giving             |	{ you , you , you , you , you , you }
1910   |	             me, babe I'm giving you              |	{ permission , permission , permission , permission , permission , permission }
1911   |	         babe I'm giving you permission           |	{ to , to , to , to , to , to }
1912   |	          I'm giving you permission to            |	{ feel , feel , feel , feel , feel , feel }
1913   |	          giving you permission to feel           |	{ me , me , me , me , me , me }
1914   |	            you permission to feel me             |	{ Shake , Shake , Shake , You , Shake , Uh,uh,oh }
1915   |	           permission to feel me Shake            |	{ your , your , your , your }
1916   |	              to feel me Shake your               |	{ kitty , shake , kitty , kitty }
1917   |	            feel me Shake your kitty              |	{ Shake , Shake , Why }
1918   |	            me Shake your kitty Shake             |	{ your , your }
1919   |	            feel me Shake your shake              |	{ Shake }
1920   |	            me Shake your shake Shake             |	{ shake }
1921   |	          Shake your shake Shake shake            |	{ Shake }
1922   |	          your shake Shake shake Shake            |	{ your }
1923   |	          shake Shake shake Shake your            |	{ sh-shake }
1924   |	         Shake shake Shake your sh-shake          |	{ Shake }
1925   |	         shake Shake your sh-shake Shake          |	{ it, }
1926   |	          Shake your sh-shake Shake it,           |	{ shake }
1927   |	          your sh-shake Shake it, shake           |	{ it }
1928   |	           sh-shake Shake it, shake it            |	{ Shake }
1929   |	            Shake it, shake it Shake              |	{ it, , it, }
1930   |	             it, shake it Shake it,               |	{ shake , shake }
1931   |	            shake it Shake it, shake              |	{ it , I }
1932   |	              it Shake it, shake it               |	{ Shake }
1933   |	              it Shake it, shake I                |	{ took }
1934   |	             Shake it, shake I took               |	{ a }
1935   |	               it, shake I took a                 |	{ drummer }
1936   |	             shake I took a drummer               |	{ by }
1937   |	               I took a drummer by                |	{ the }
1938   |	              took a drummer by the               |	{ hand }
1939   |	              a drummer by the hand               |	{ To }
1940   |	             drummer by the hand To               |	{ the }
1941   |	               by the hand To the                 |	{ juke }
1942   |	              the hand To the juke                |	{ box }
1943   |	              hand To the juke box                |	{ then }
1944   |	              To the juke box then                |	{ We }
1945   |	              the juke box then We                |	{ hit }
1946   |	              juke box then We hit                |	{ the }
1947   |	               box then We hit the                |	{ floor }
1948   |	              then We hit the floor               |	{ With }
1949   |	              We hit the floor With               |	{ your }
1950   |	             hit the floor With your              |	{ Van }
1951   |	             the floor With your Van              |	{ Halen }
1952   |	            floor With your Van Halen             |	{ pin }
1953   |	             With your Van Halen pin              |	{ And }
1954   |	             your Van Halen pin And               |	{ your }
1955   |	             Van Halen pin And your               |	{ dark }
1956   |	             Halen pin And your dark              |	{ side }
1957   |	             pin And your dark side               |	{ burns }
1958   |	            And your dark side burns              |	{ I }
1959   |	             your dark side burns I               |	{ want }
1960   |	             dark side burns I want               |	{ you }
1961   |	              side burns I want you               |	{ more }
1962   |	              burns I want you more               |	{ He }
1963   |	           babies Call me kitty." Oh,             |	{ why }
1964   |	             Call me kitty." Oh, why              |	{ dontcha }
1965   |	           me kitty." Oh, why dontcha             |	{ Shake }
1966   |	          kitty." Oh, why dontcha Shake           |	{ your }
1967   |	           Oh, why dontcha Shake your             |	{ kitty }
1968   |	          why dontcha Shake your kitty            |	{ Shake }
1969   |	         dontcha Shake your kitty Shake           |	{ your }
1970   |	            permission to feel me You             |	{ never }
1971   |	              to feel me You never                |	{ call }
1972   |	             feel me You never call               |	{ me }
1973   |	              me You never call me                |	{ by }
1974   |	              You never call me by                |	{ my }
1975   |	               never call me by my                |	{ name }
1976   |	               call me by my name                 |	{ But }
1977   |	                me by my name But                 |	{ I }
1978   |	                by my name But I                  |	{ still }
1979   |	               my name But I still                |	{ want }
1980   |	              name But I still want               |	{ you }
1981   |	              But I still want you                |	{ You , Your , You're }
1982   |	              I still want you You                |	{ play }
1983   |	             still want you You play              |	{ some }
1984   |	             want you You play some               |	{ pretty }
1985   |	            you You play some pretty              |	{ tricky }
1986   |	           You play some pretty tricky            |	{ games }
1987   |	          play some pretty tricky games           |	{ But }
1988   |	          some pretty tricky games But            |	{ I }
1989   |	            pretty tricky games But I             |	{ still }
1990   |	            tricky games But I still              |	{ want }
1991   |	             games But I still want               |	{ you }
1992   |	              I still want you Your               |	{ best }
1993   |	            still want you Your best              |	{ friend }
1994   |	            want you Your best friend             |	{ drives }
1995   |	           you Your best friend drives            |	{ a }
1996   |	            Your best friend drives a             |	{ fancy }
1997   |	           best friend drives a fancy             |	{ car }
1998   |	            friend drives a fancy car             |	{ But }
1999   |	             drives a fancy car But               |	{ I }
2000   |	                a fancy car But I                 |	{ still }
2001   |	              fancy car But I still               |	{ want }
2002   |	              car But I still want                |	{ you }
2003   |	             I still want you You're              |	{ working }
2004   |	          still want you You're working           |	{ every }
2005   |	          want you You're working every           |	{ hour }
2006   |	          you You're working every hour           |	{ But, }
2007   |	         You're working every hour But,           |	{ but }
2008   |	           working every hour But, but            |	{ I }
2009   |	              every hour But, but I               |	{ still }
2010   |	              hour But, but I still               |	{ want }
2011   |	              But, but I still want               |	{ you }
2012   |	              but I still want you                |	{ yeah! }
2013   |	             I still want you yeah!               |	{ If }
2014   |	             still want you yeah! If              |	{ you }
2015   |	              want you yeah! If you               |	{ see }
2016   |	              you yeah! If you see                |	{ a }
2017   |	               yeah! If you see a                 |	{ girl }
2018   |	                If you see a girl                 |	{ this }
2019   |	               you see a girl this                |	{ pretty , pretty }
2020   |	             see a girl this pretty               |	{ Shake , Shake }
2021   |	            a girl this pretty Shake              |	{ her, , her, }
2022   |	           girl this pretty Shake her,            |	{ shake , shake }
2023   |	          this pretty Shake her, shake            |	{ her, , her, }
2024   |	          pretty Shake her, shake her,            |	{ shake , shake }
2025   |	           Shake her, shake her, shake            |	{ that , her }
2026   |	           her, shake her, shake that             |	{ kitty }
2027   |	           shake her, shake that kitty            |	{ When }
2028   |	           her, shake that kitty When             |	{ you }
2029   |	            shake that kitty When you             |	{ see }
2030   |	             that kitty When you see              |	{ a }
2031   |	              kitty When you see a                |	{ girl , girl }
2032   |	               When you see a girl                |	{ that's , this , that's }
2033   |	              you see a girl that's               |	{ pretty , pretty }
2034   |	            see a girl that's pretty              |	{ Shake , Shake }
2035   |	           a girl that's pretty Shake             |	{ it, , your, }
2036   |	          girl that's pretty Shake it,            |	{ shake }
2037   |	          that's pretty Shake it, shake           |	{ it, }
2038   |	           pretty Shake it, shake it,             |	{ shake }
2039   |	            Shake it, shake it, shake             |	{ that }
2040   |	            it, shake it, shake that              |	{ kitty }
2041   |	           shake it, shake that kitty             |	{ Shake }
2042   |	           it, shake that kitty Shake             |	{ your }
2043   |	           shake that kitty Shake your            |	{ kitty }
2044   |	           that kitty Shake your kitty            |	{ meow }
2045   |	             me Shake your kitty Why              |	{ don't }
2046   |	           Shake your kitty Why don't             |	{ you }
2047   |	            your kitty Why don't you              |	{ Shake }
2048   |	            kitty Why don't you Shake             |	{ your }
2049   |	            Why don't you Shake your              |	{ kitty }
2050   |	           don't you Shake your kitty             |	{ meow }
2051   |	            you Shake your kitty meow             |	{ Put }
2052   |	         permission to feel me Uh,uh,oh           |	{ When }
2053   |	            to feel me Uh,uh,oh When              |	{ you }
2054   |	            feel me Uh,uh,oh When you             |	{ see }
2055   |	            me Uh,uh,oh When you see              |	{ a }
2056   |	             Uh,uh,oh When you see a              |	{ girl }
2057   |	            her, shake her, shake her             |	{ kitty }
2058   |	           shake her, shake her kitty             |	{ When }
2059   |	            her, shake her kitty When             |	{ you }
2060   |	            shake her kitty When you              |	{ see }
2061   |	             her kitty When you see               |	{ a }
2062   |	         girl that's pretty Shake your,           |	{ shake }
2063   |	         that's pretty Shake your, shake          |	{ your, }
2064   |	         pretty Shake your, shake your,           |	{ shake }
2065   |	          Shake your, shake your, shake           |	{ that }
2066   |	          your, shake your, shake that            |	{ kitty }
2067   |	          shake your, shake that kitty            |	{ Shake }
2068   |	          your, shake that kitty Shake            |	{ it, }
2069   |	           shake that kitty Shake it,             |	{ shake }
2070   |	           that kitty Shake it, shake             |	{ Shake }
2071   |	           kitty Shake it, shake Shake            |	{ it, }
2072   |	            Shake it, shake Shake it,             |	{ shake , shake }
2073   |	            it, shake Shake it, shake             |	{ Shake , Meow! }
2074   |	           shake Shake it, shake Shake            |	{ it, }
2075   |	           shake Shake it, shake Meow!            |	{ Uh-ah,uhh-aww }
2076   |	       Shake it, shake Meow! Uh-ah,uhh-aww        |	{ C'mon }
2077   |	       it, shake Meow! Uh-ah,uhh-aww C'mon        |	{ and }
2078   |	       shake Meow! Uh-ah,uhh-aww C'mon and        |	{ shake }
2079   |	       Meow! Uh-ah,uhh-aww C'mon and shake        |	{ your }
2080   |	       Uh-ah,uhh-aww C'mon and shake your         |	{ kitty }
2081   |	           C'mon and shake your kitty             |	{ You're }
2082   |	           and shake your kitty You're            |	{ so }
2083   |	           shake your kitty You're so             |	{ pretty }
2084   |	           your kitty You're so pretty            |	{ kitty }
